assetKey,projectKey,locationKey
AustraliaOverston,AustraliaOverston,AustraliaATP 645-P (Overston)
AustraliaKiana,AustraliaWestern Cooper Wet Gas Project,AustraliaPPL 212
AustraliaHopelands,AustraliaHopelands,AustraliaPL(A) 253
AustraliaStybarrow,AustraliaStybarrow,AustraliaWA-255-P (Stybarrow)
AustraliaCyrano,AustraliaCyrano,AustraliaEP 364 (Cyrano)
AustraliaChancett,AustraliaChancett,AustraliaChancett
AustraliaChristies,AustraliaWestern Flank Cooper Basin,AustraliaPEL 92 (Christies)
AustraliaRavensworth (Pyrenees),AustraliaPyrenees,AustraliaWA-155-P (Ravensworth)
AustraliaVan Gogh,AustraliaVan Gogh,AustraliaWA-155-P (1)
AustraliaWorrior,AustraliaWorrior,AustraliaPEL 93 (Worrior)
AustraliaKiwi,AustraliaKiwi,AustraliaPEL 90 (Kiwi)
AustraliaYarrow,AustraliaFlax,AustraliaPEL 103 (Flax)
AustraliaBoyne River,AustraliaBoyne River,AustraliaATP 679-P (Boyne River)
AustraliaWombat,AustraliaWombat,AustraliaPEP 157 (Wombat)
AustraliaBounty 2,AustraliaBounty 2,AustraliaWA-191-P (Bounty 2)
AustraliaDarkes Forest,AustraliaIllawarra Gas,AustraliaPEL 444 (Darkes Forest)
AustraliaJingemia (producing),AustraliaJingemia (producing),AustraliaEP 413 (Jingemia)
AustraliaHarrison,AustraliaHarrison,AustraliaWA-12-R
AustraliaHarpoono,AustraliaHarpoono,AustraliaHarpoono Complex
AustraliaDon Juan (CSG Project),AustraliaWestern Surat Gas Project,AustraliaDon Juan (CSG Project)
AustraliaReg Sprigg West,AustraliaReg Sprigg West,AustraliaReg Sprigg West
AustraliaGungurru,AustraliaGungurru,AustraliaWA-202-P
AustraliaTeringie,AustraliaSantos Project,AustraliaPEL 114
AustraliaCrocus,AustraliaCrocus,AustraliaPEL 101
AustraliaStratton,AustraliaATP 608-P,AustraliaATP 608-P (Stratton)
AustraliaRookwood,AustraliaRookwood,AustraliaATP 608-P (Rookwood)
AustraliaMoby-1,AustraliaLongtom gas,AustraliaVIC/P54 (Moby-1)
AustraliaTilbrook,AustraliaTilbrook,AustraliaTilbrook
AustraliaArwon,AustraliaArwon,AustraliaArwon
AustraliaTrefoil (T/18P),AustraliaTrefoil (T/18P),AustraliaTrefoil (T/18P)
AustraliaRimfire,AustraliaHarpoono Complex Joint Venture,AustraliaPPL 209
AustraliaHunter Bulga,AustraliaHunter Gas,AustraliaPEL 4
AustraliaQCLNG T2,AustraliaQueensland Curtis LNG,AustraliaQCLNG train 2
AustraliaHurricane,AustraliaHurricane,AustraliaWA-208-P
AustraliaCoolum,AustraliaCoolum,AustraliaCoolum
AustraliaSenecio,AustraliaSenecio,AustraliaL 01 (Senecio)
AustraliaCorybas,AustraliaCorybas,AustraliaL 02 (Corybas)
AustraliaPluto,AustraliaPluto LNG,AustraliaWA-350-P
AustraliaHalladale/Black Watch,AustraliaHalladale/Black Watch,AustraliaVIC/P37 (Halladale/Black Watch)
AustraliaStratheden JV,AustraliaStratheden JV,AustraliaPEL 16 (Stratheden JV)
AustraliaCaldita,AustraliaCaldita-Barossa,AustraliaNT/P61 (Caldita)
AustraliaPadulla,AustraliaPadulla,AustraliaPadulla
AustraliaKultarr,AustraliaKultaar,AustraliaWA-334-P
AustraliaEmu Apple,AustraliaEmu Apple,AustraliaATP 470-P (Werribone East)
AustraliaDunoon,AustraliaDunoon,AustraliaPRL 16
AustraliaColorado Oil Shale Queensland,AustraliaColorado Oil Shale Pilot Plant,AustraliaColorado Oil Shale Pilot Plant
AustraliaGrowler,AustraliaWestern Margin Oil,AustraliaPEL 104
AustraliaBrocket,AustraliaBrocket,AustraliaWA-38-R
AustraliaPrelude,AustraliaPrelude,AustraliaWA-371-P
AustraliaPerserverance-1,AustraliaPerserverance-1,AustraliaWA-325-P
AustraliaBurunga Lane,AustraliaATP 810-P,AustraliaBurunga Lane
AustraliaVanessa,AustraliaPEL 182,AustraliaPEL 182
AustraliaFletcher,AustraliaFletcher Finucane oil project,AustraliaWA-191-P (Mutineer)
AustraliaChinchilla (UCG Field),AustraliaChinchilla (UCG Field),AustraliaChinchilla
AustraliaMarina,AustraliaMarina,AustraliaWA-454-P
AustraliaCleansweep,AustraliaPEL 100,AustraliaPEL 100
AustraliaHorse Shoe,AustraliaHorse Shoe,AustraliaPL 227
AustraliaSapphire Block,AustraliaSapphire Block,AustraliaATP 814-P
AustraliaSqualo,AustraliaSqualo,AustraliaPPL 188
AustraliaBlackwood,AustraliaTassie Shoal Methanol Project,AustraliaNT/P68 (NT03-3)
AustraliaGranchio,AustraliaHobbes,AustraliaHobbes
AustraliaCuisinier,AustraliaCuisinier,AustraliaATP 752-P
AustraliaWing East,AustraliaWing East,AustraliaPEP 168
AustraliaGlencoe,AustraliaEquus,AustraliaWA-390-P
AustraliaFreneau,AustraliaFreneau,AustraliaATP 709-P
AustraliaWarhawk,AustraliaWarhawk,AustraliaPEL 111
AustraliaBlackwater (CSG Project),AustraliaBlackwater CSG (ATP 1025-P),AustraliaBlackwater (CBM Project)
AustraliaOrara,AustraliaOara,AustraliaPEL 426
AustraliaMartell,AustraliaPluto LNG train 2,AustraliaWA-404-P
AustraliaKentish Knock,AustraliaKentish Knock,AustraliaWA-365-P (W04-3)
AustraliaPoseidon,AustraliaPoseidon,AustraliaWA-315-P(2006)
AustraliaComet (CSG Project),AustraliaATP 1025-P,AustraliaComet Block
AustraliaBurnside,AustraliaBurnside,AustraliaWA-281-P(2006)
AustraliaGloucester,AustraliaGloucester Gas Project,AustraliaPEL 285
AustraliaMaglia,AustraliaMaglia,AustraliaPEL 121
AustraliaGingin West,AustraliaGingin West,AustraliaEP 389 (Gingin)
AustraliaPunchbowl / Baking Board,AustraliaPunchbowl / Baking Board,AustraliaATP 676-P
AustraliaManta (redevelop),AustraliaBasker Manta Gummy,AustraliaVIC/L27
AustraliaArck,AustraliaToolebuc Shale,AustraliaPEL 122
AustraliaBarta North,AustraliaBarta,AustraliaBarta Block
AustraliaGladstone Oil Shale Queensland,AustraliaGladstone Oil Shale Plant,AustraliaGladstone Oil Shale Plant
AustraliaIronbark,AustraliaIronbark,AustraliaATP 788P
AustraliaBowerbird,AustraliaBowerbird,AustraliaPEL 13 (CSG)
AustraliaVermont CSG (Norwich Park),AustraliaVermont CSG (ATP 1031-P),AustraliaNorwich Park Block
AustraliaVintage Crop,AustraliaVintage Crop,AustraliaPEL 516
AustraliaSaltern,AustraliaSaltern,AustraliaATP(991
AustraliaBaldwin,AustraliaArthur Creek Shale,AustraliaEP 103
AustraliaVos,AustraliaVos,AustraliaW08-22
AustraliaSurprise,AustraliaSurprise,AustraliaSurprise
AustraliaSouthend,AustraliaSouthend,AustraliaPEL 107
AustraliaMoreys,AustraliaMoreys,AustraliaPEP 169
AustraliaDavenport,AustraliaDavenport,AustraliaPEL 94 (Maslins)
AustraliaBackreef,AustraliaBackreef,AustraliaBackreef Area (EP 129)
AustraliaEolus,AustraliaEolus,AustraliaATP 626-P (Mindagabie (producing))
AustraliaCow Lagoon,AustraliaBarney Creek Shale,AustraliaEP 176
AustraliaIndy (CSG Project),AustraliaIndy (CSG Project),AustraliaATP 771-P
AustraliaNicolay,AustraliaGoldwyer Shale,AustraliaEP 450
AustraliaCrown,AustraliaLasseter-Crown,AustraliaWA-274-P(2006)
AustraliaCaracal,AustraliaCaracal,AustraliaATP 732-P (Triodia)
AustraliaHillview 06,AustraliaHillview 06,AustraliaATP 799-P
AustraliaPinhoe,AustraliaPinhoe,AustraliaWA-383-P
AustraliaPaning-2,AustraliaPaning-2,AustraliaPEL 90
AustraliaOlympus,AustraliaOlympus,AustraliaWA-450-P
AustraliaBeardmore,AustraliaBeardmore,AustraliaPL 280
AustraliaBassett West,AustraliaBassett West,AustraliaWA-408-P
AustraliaBianchi,AustraliaBianchi-1,AustraliaWA-49-R
AustraliaWinchester,AustraliaWinchester,AustraliaWA-323-P
AustraliaKlebb,AustraliaKlebb,AustraliaPEL 96
AustraliaBunyip,AustraliaBunyip,AustraliaWA-335-P
AustraliaSpeculant,AustraliaVIC/L1 (V),AustraliaVIC/L1 (V)
AustraliaAmungee Shale,AustraliaVelkerri Shale,AustraliaEP 98 (Balmain)
AustraliaQ/23P,AustraliaQ/23P,AustraliaQ/23P
AustraliaPEL 444,AustraliaPEL 444,AustraliaPEL444
AustraliaPEL 512,AustraliaPEL 512,AustraliaPEL 512
AustraliaEL 4148,AustraliaEL 4148,AustraliaEL 4148
AustraliaPPL 137 (Moonanga),AustraliaPPL 137 (Moonanga),AustraliaPPL 137 (Moonanga)
AustraliaPRL 183-190 (x-PEL 110),AustraliaPEL 110,AustraliaPEL 110
AustraliaVIC/L21,AustraliaVIC/L21 (Sperm Whale),AustraliaVIC/L21 (Sperm Whale)
AustraliaPEL 288,AustraliaPEL 288,AustraliaPEL 288
AustraliaPEL 331,AustraliaPEL 331,AustraliaPEL 331
AustraliaPEL 289,AustraliaPEL 289,AustraliaPEL 289
AustraliaPEL 290,AustraliaPEL 290,AustraliaPEL 290
AustraliaATP 965P,AustraliaATP 965P,AustraliaATP 965P
AustraliaPRL 33-49 (x-PEL 218)_Conventional,AustraliaRoseneath,AustraliaPEL 218 (Post Permian)
AustraliaATP 641-P,AustraliaATP 641-P,AustraliaATP 641-P
AustraliaPL 278,AustraliaPL 278,AustraliaPL 278
AustraliaPL 442,AustraliaPL 442,AustraliaPL 442
AustraliaPL 474,AustraliaPL 474,AustraliaPL 474
AustraliaPL 466,AustraliaPL 466,AustraliaPL 466
AustraliaPL 275,AustraliaPL 275,AustraliaPL 275
AustraliaPPL 53,AustraliaPPL 53,AustraliaPPL 53
AustraliaPL 273,AustraliaPL 273,AustraliaPL 273
AustraliaATP 944,AustraliaATP 944,AustraliaATP 944
AustraliaATP 655-P,AustraliaATP 655-P,AustraliaATP 655-P
AustraliaPL 157 (Ghina),AustraliaPL 157 (Ghina),AustraliaPL 157 (Ghina)
AustraliaATP 855-P_Unconventional,AustraliaNappamerri Trough Natural Gas (NTNG),AustraliaATP 855
AustraliaAC/P32 (reawarded),AustraliaAC/P32,AustraliaAC/P32
AustraliaATP 665-P,AustraliaATP 665-P,AustraliaATP 665-P
AustraliaPL 267,AustraliaPL 267,AustraliaPL 267
AustraliaPL 314,AustraliaPL 314,AustraliaPL 314
AustraliaWA-472-P,AustraliaWA-472-P,AustraliaWA-472-P
AustraliaPEL 629,AustraliaPEL 629,AustraliaPEL 629
AustraliaPL 205,AustraliaPL 205,AustraliaPL 205
AustraliaPPL 233,AustraliaPPL 233,AustraliaPPL 233
AustraliaPEL 514 North,AustraliaPEL 514,AustraliaPEL 514
AustraliaPL 155,AustraliaPL 155,AustraliaPL 155
AustraliaATP 621-P (Aberdeen),AustraliaATP 621-P (Aberdeen),AustraliaATP 621-P (Aberdeen)
AustraliaPL 233,AustraliaPL 233,AustraliaPL 233
AustraliaEP 447,AustraliaEP 447,AustraliaEP 447
AustraliaEP 381,AustraliaEP 381,AustraliaEP 381
AustraliaATP 666-P,AustraliaATP 666-P,AustraliaATP 666-P
AustraliaPL 152,AustraliaPL 152,AustraliaPL 152
AustraliaPL 138 (Marengo),AustraliaPL 138 (Marengo),AustraliaPL 138 (Marengo)
AustraliaPL 134 (Kappa),AustraliaPL 134 (Kappa),AustraliaPL 134 (Kappa)
AustraliaPPL 128,AustraliaPPL 128,AustraliaPPL 128
AustraliaPPL 132,AustraliaPPL 132,AustraliaPPL 132
AustraliaEP 437,AustraliaEP 437,AustraliaEP 437
AustraliaWA-424-P,AustraliaWA-424-P,AustraliaWA-424-P
AustraliaPEL 87,AustraliaPEL 87,AustraliaPEL 87
AustraliaPL 295,AustraliaPL 295,AustraliaPL 295
AustraliaPL 132 (Costa Central),AustraliaPL 132 (Costa Central),AustraliaPL 132 (Costa Central)
AustraliaPL 86,AustraliaPL 86,AustraliaPL 86
AustraliaEP 430,AustraliaAPP 12/00-1,AustraliaAPP 12/0-1
AustraliaAC/P52,AustraliaAC/P52,AustraliaAC/P52
AustraliaEP 368,AustraliaEP 368,AustraliaEP 368
AustraliaPEL 638 (Area B Deeps),AustraliaPEL 638 (Deeps),AustraliaPEL 638
AustraliaPL 154,AustraliaPL 154,AustraliaPL 154
AustraliaPPL 197,AustraliaPPL 197,AustraliaPPL 197
AustraliaPL 258,AustraliaPL 258,AustraliaPL 258
AustraliaPEL 143,AustraliaPEL 143,AustraliaPELA 143
AustraliaPPL 134,AustraliaPPL 134,AustraliaPPL 134
AustraliaEP 487 (Derby Block),AustraliaEP 487 (Derby Block),AustraliaEP 487
AustraliaPL 293,AustraliaPL 293,AustraliaPL 293
AustraliaPL 135,AustraliaPL 135,AustraliaPL 135
AustraliaPL 180,AustraliaPL 180,AustraliaPL 180
AustraliaPEL 148,AustraliaPEL 148,AustraliaPEL 148
AustraliaWA-54-L,AustraliaWA-54-L,AustraliaWA-54-L
AustraliaEP 454 Shallow,AustraliaEP 454,AustraliaEP 454
AustraliaEP 162 (NT),AustraliaEP 162,AustraliaEP 162
AustraliaVIC/P57,AustraliaVIC/P57 (V03-1),AustraliaVIC/P57 (V03-1)
AustraliaVIC/L19,AustraliaVIC/L19,AustraliaVIC/L19
AustraliaATP 662-P,AustraliaATP 662-P,AustraliaATP 662-P
AustraliaPL 249,AustraliaPL 249,AustraliaPL 249
AustraliaPEL 10,AustraliaPEL 10,AustraliaPEL 10
AustraliaPPL 189,AustraliaPPL 189,AustraliaPPL 189
AustraliaPL 137 (Macadama),AustraliaPL 137 (Macadama),AustraliaPL 137 (Macadama)
AustraliaPL 186,AustraliaPL 186,AustraliaPL 186
AustraliaPL 244,AustraliaPL 244,AustraliaPL 244
AustraliaPPL 178,AustraliaPPL 178,AustraliaPPL 178
AustraliaPPL 82 (Waukatanna),AustraliaPPL 82 (Waukatanna),AustraliaPPL 82 (Waukatanna)
AustraliaPPLA Moolion,AustraliaPPLA Moolion,AustraliaPPLA Moolion
AustraliaPPL 162,AustraliaPPL 162,AustraliaPPL 162
AustraliaATP 613-P (Gregory River),AustraliaMaryborough Formation,AustraliaATP 613-P (Gregory River)
AustraliaATP 932-P,AustraliaATP 932-P,AustraliaATP 932-P
AustraliaATP 743-P,AustraliaATP 743-P,AustraliaATP 743-P
AustraliaPEP 167,AustraliaPEP 167,AustraliaPEP 167
AustraliaPL 211,AustraliaPL 211,AustraliaPL 211
AustraliaWA-320-P,AustraliaWA-320-P,AustraliaWA-320-P
AustraliaATP 934-P,AustraliaATP 934-P,AustraliaATP 934-P
AustraliaPL 214,AustraliaPL 214,AustraliaPL 214
AustraliaR 4,AustraliaR 4,AustraliaR 4
AustraliaPL 263,AustraliaPL 263,AustraliaPL 263
AustraliaATP 631-P,AustraliaATP 631-P,AustraliaATP 631-P
AustraliaPL 220,AustraliaPL 220,AustraliaPL 220
AustraliaATP 594-P,AustraliaATP 594-P,AustraliaATP 594-P
AustraliaPPL 238,AustraliaPPL 238,AustraliaPPL 238
AustraliaPEL 494,AustraliaPEL 494,AustraliaPEL 494
AustraliaPEP 153,AustraliaPEP 153,AustraliaPEP 153
AustraliaPL 100,AustraliaPL 100,AustraliaPL 100
AustraliaPEL 153,AustraliaPEL 153,AustraliaPEL 153
AustraliaPEL 126,AustraliaPEL 126,AustraliaPEL 126
AustraliaNT/P82,AustraliaNT09-1,AustraliaNT/P82
AustraliaEP 432 B,AustraliaEP 432,AustraliaEP 432
AustraliaATP 948P,AustraliaATP 948P,AustraliaATP 948P
AustraliaATP 644-P (Swanbank),AustraliaATP 644-P (Swanbank),AustraliaATP 644-P (Swanbank)
AustraliaPRL 50-66 (x-PEL 88),AustraliaPEL 88,AustraliaPEL 88
AustraliaATP 769-P,AustraliaATP 769-P,AustraliaATP 769-P
AustraliaPRL 180-181(x-PEL 103),AustraliaPEL 103,AustraliaPEL 103
AustraliaPEL 71,AustraliaPEL 71,AustraliaPELA 71
AustraliaATP 656-P,AustraliaATP 656-P,AustraliaATP 656-P
AustraliaPEL 650 (Leigh Creek),AustraliaPEL 650 (Leigh Creek),AustraliaPEL 650 (Leigh Creek)
AustraliaPRL 118-128,AustraliaPRL 118-128,AustraliaPRL 118-128
AustraliaPRL 30,AustraliaPRL 30,AustraliaPRL 30
AustraliaPRL 28,AustraliaPRL 28,AustraliaPRL 28
AustraliaPRL 31,AustraliaPRL 31,AustraliaPRL 31
AustraliaPRL 29,AustraliaPRL 29,AustraliaPRL 29
AustraliaPRL 13,AustraliaPRL 13,AustraliaPRL 13
AustraliaVIC/P67,AustraliaVIC/P67,AustraliaVIC/P67
AustraliaEP 428 R1,AustraliaEP 428 R1,AustraliaEP 428 R1
AustraliaEP 145 (NT),AustraliaEP 145,AustraliaEP 145
AustraliaPEL 630,AustraliaPEL 630,AustraliaPEL 630
AustraliaATP 920-P,AustraliaATP 920-P,AustraliaATP 920-P
AustraliaATP 688-P,AustraliaATP 688-P,AustraliaATP 688-P
AustraliaPPLA Moolion North,AustraliaPPLA Moolion North,AustraliaPPLA Moolion North
AustraliaWA-474-P,AustraliaWA-474-P,AustraliaWA-474-P
AustraliaATP 738-P,AustraliaATP 738-P,AustraliaATP 738-P
AustraliaATP 658-P,AustraliaATP 658-P,AustraliaATP 658-P
AustraliaEPP 41,AustraliaEPP 41,AustraliaEPP 41
AustraliaPRL 182,AustraliaPRL 182,AustraliaPRL 182
AustraliaPRL 1,AustraliaPRL 1,AustraliaPRL 1
AustraliaTP/25,AustraliaTP/25,AustraliaTP/25
AustraliaPL 230,AustraliaPL 230,AustraliaPL 230
AustraliaATP 574-P (Conloi),AustraliaATP 574-P (Conloi),AustraliaATP 574-P (Conloi)
AustraliaPL 48,AustraliaPL 48,AustraliaPL 48
AustraliaPL 185,AustraliaPL 185,AustraliaPL 185
AustraliaEP 138 (NT),AustraliaEP 138,AustraliaEP(A) 138
AustraliaL 04,AustraliaL 04,AustraliaL 04
AustraliaPRL 78-84 (x-PEL 113),AustraliaPEL 113 (Saintly),AustraliaPEL 113 (Saintly)
AustraliaPL 315,AustraliaPL 315,AustraliaPL 315
AustraliaPL 201,AustraliaPL 201,AustraliaPL 201
AustraliaEP 493,AustraliaEP 493,AustraliaEP 493
AustraliaATP 746-P,AustraliaATP 746-P,AustraliaATP 746-P
AustraliaPL 58 (Challum West),AustraliaPL 58 (Challum West),AustraliaPL 58 (Challum West)
AustraliaPL 274,AustraliaPL 274,AustraliaPL 274
AustraliaEPP 39,AustraliaEPP 39,AustraliaEPP 39
AustraliaPEL 570,AustraliaPEL 570,AustraliaPEL 570
AustraliaPPL 151 (Napowie),AustraliaPPL 151 (Napowie),AustraliaPPL 151 (Napowie)
AustraliaPPL 80 (Correa),AustraliaPPL 80 (Correa),AustraliaPPL 80 (Correa)
AustraliaPEL 500,AustraliaPEL 500,AustraliaPEL 500
AustraliaPEL 499,AustraliaPEL 499,AustraliaPEL 499
AustraliaPPL 144,AustraliaPPL 144,AustraliaPPL 144
AustraliaL 13,AustraliaL 13,AustraliaL 13
AustraliaEP 468,AustraliaEP 468,AustraliaEP 468
AustraliaPEL 112,AustraliaPEL 112,AustraliaPEL 112
AustraliaPL 88,AustraliaPL 88,AustraliaPL 88
AustraliaPPL 95 (Nephrite),AustraliaPPL 95 (Nephrite),AustraliaPPL 95 (Nephrite)
AustraliaWA-500-P,AustraliaWA-500-P,AustraliaWA-500-P
AustraliaEPP 43,AustraliaEPP 43,AustraliaEPP 43
AustraliaEP 161 (NT),AustraliaEP 161,AustraliaEP 161
AustraliaPL 204,AustraliaPL 204,AustraliaPL 204
AustraliaPEL 6 (Conventional),AustraliaPEL 6 (Conventional),AustraliaPEL 6
AustraliaAC/RL7,AustraliaAC/RL7,AustraliaAC/RL7
AustraliaAC/P45,AustraliaAC/P45,AustraliaAC/P45
AustraliaPL 238,AustraliaPL 238,AustraliaPL 238
AustraliaPL 85,AustraliaPL 85,AustraliaPL 85
AustraliaPPL 126,AustraliaPPL 126,AustraliaPPL 126
AustraliaATP 642-P,AustraliaATP 642-P,AustraliaATP 642-P
AustraliaEP 492,AustraliaEP 492,AustraliaEP 492
AustraliaWA-468-P,AustraliaWA-468-P,AustraliaWA-468-P
AustraliaATP 959-P,AustraliaATP 959-P,AustraliaATP 959-P
AustraliaATP 794P (Springfield/Regleigh),AustraliaATP 794P (Springfield/Regleigh),AustraliaSpringfield/Regleigh
AustraliaPPL 109 (Bulyeroo),AustraliaPPL 109 (Bulyeroo),AustraliaPPL 109 (Bulyeroo)
AustraliaPPL 185,AustraliaPPL 185,AustraliaPPL 185
AustraliaPPL 27 (Mudrangie),AustraliaPPL 27 (Mudrangie),AustraliaPPL 27 (Mudrangie)
AustraliaATP 657-P,AustraliaATP 657-P,AustraliaATP 657-P
AustraliaEP 93 (NT),AustraliaEP 93,AustraliaEP(A) 93
AustraliaPEL 637 (Area A),AustraliaPEL 637,AustraliaPEL 637
AustraliaWA-314-P,AustraliaWA-314-P,AustraliaWA-314-P
AustraliaAC/P36,AustraliaAC/P36,AustraliaAC/P36
AustraliaATP 636-P,AustraliaATP 636-P,AustraliaATP 636-P
AustraliaPPL 111,AustraliaPPL 111,AustraliaPPL 111
AustraliaWA-363-P,AustraliaWA-363-P,AustraliaW03-6 Block
AustraliaPPL 108,AustraliaPPL 108,AustraliaPPL 108
AustraliaOL 4,AustraliaOL 4,AustraliaOL 4
AustraliaPL 212,AustraliaPL 212,AustraliaPL 212
AustraliaPPL 165,AustraliaPPL 165,AustraliaPPL 165
AustraliaATP 718-P,AustraliaATP 718-P,AustraliaATP 718-P
AustraliaAPP 12/98-9,AustraliaAPP 12/98-9,AustraliaAPP 12/98-9
AustraliaPEL 120,AustraliaPEL 120,AustraliaPEL 120
AustraliaWA-527-P,AustraliaWA-527-P,AustraliaWA-527-P
AustraliaT/49P,AustraliaT/49P,AustraliaT/49P
AustraliaPPL 90 (Pondrinie),AustraliaPPL 90 (Pondrinie),AustraliaPPL 90 (Pondrinie)
AustraliaEP 458,AustraliaEP 458,AustraliaEP 458
AustraliaWA-343-P,AustraliaWA-343-P,AustraliaWA-343-P
AustraliaATP 582-P,AustraliaATP 582-P,AustraliaATP 582-P
AustraliaPL 254,AustraliaPL 254,AustraliaPL 254
AustraliaPL 234,AustraliaPL 234,AustraliaPL 234
AustraliaPPL 123 (Pennie),AustraliaPPL 123 (Pennie),AustraliaPPL 123 (Pennie)
AustraliaPPL 152,AustraliaPPL 152,AustraliaPPL 152
AustraliaPRL 15,AustraliaPRL 15,AustraliaPRL 15
AustraliaPL 90,AustraliaPL 90,AustraliaPL 90
AustraliaPEL 568,AustraliaPEL 568,AustraliaCO2010-A
AustraliaPEL 569,AustraliaPEL 569,AustraliaCO2010-B
AustraliaATP 956-P,AustraliaATP 956-P,AustraliaATP 956-P
AustraliaATP 608-P (Samari Plains),AustraliaATP 608-P (Samari Plains),AustraliaATP 608-P (Samari Plains)
AustraliaATP 739-P,AustraliaATP 739-P,AustraliaATP 739-P
AustraliaATP 661-P,AustraliaATP 661-P,AustraliaATP 661-P
AustraliaPPL 237 (Wilpinnie),AustraliaPPL 93 (Wilpinnie),AustraliaPPL 93 (Wilpinnie)
AustraliaPEL 138,AustraliaPEL 138,AustraliaPEL 138
AustraliaPL 55 (Munro),AustraliaPL 55 (Munro),AustraliaPL 55 (Munro)
AustraliaATP 689-P,AustraliaATP 689-P,AustraliaATP 689-P
AustraliaEPP 40,AustraliaEPP 40,AustraliaEPP 40
AustraliaATP 783-P,AustraliaATP 783-P,AustraliaChandos
AustraliaPL 203,AustraliaPL 203,AustraliaPL 203
AustraliaWA-412-P,AustraliaWA-412-P,AustraliaWA-412-P
AustraliaWA-471-P,AustraliaWA-471-P,AustraliaWA-471-P
AustraliaPEL 154,AustraliaPEL 154,AustraliaPEL 154
AustraliaPL 252,AustraliaPL 252,AustraliaPL 252
AustraliaPL 209,AustraliaPL 209,AustraliaPL 209
AustraliaATP 889P (Artois),AustraliaATP 889P (Artois),AustraliaATP 889P (Artois)
AustraliaATP 806-P,AustraliaATP 806-P,AustraliaATP 806-P
AustraliaWA-359-P,AustraliaWA-359-P (W04-6),AustraliaWA-359-P (W04-6)
AustraliaPPL 196,AustraliaPPL 196,AustraliaPPL 196
AustraliaATP 754-P,AustraliaATP 754-P,AustraliaATP 754-P
AustraliaWA-488-P,AustraliaWA-488-P,AustraliaWA-488-P
AustraliaPPL 136,AustraliaPPL 136,AustraliaPPL 136
AustraliaPEL 424 (SA),AustraliaPEL 424 ( SA),AustraliaPEL 424 (SA)
AustraliaPEL 155 (Kalangadoo),AustraliaPEL 155 (Kalangadoo),AustraliaPEL 155 (Kalangadoo)
AustraliaATP 917-P,AustraliaATP 917-P,AustraliaATP 917-P
AustraliaPL 235,AustraliaPL 235,AustraliaPL 235
AustraliaPPL 172 (Yalcumma 2),AustraliaPPL 172 (Yalcumma 2),AustraliaPPL 172 (Yalcumma 2)
AustraliaPL 139 (Monte),AustraliaPL 139 (Monte),AustraliaPL 139 (Monte)
AustraliaATP 684-P,AustraliaATP 684-P,AustraliaATP 684-P
AustraliaPPL 198,AustraliaPPL 198,AustraliaPPL 198
AustraliaPL 208,AustraliaPL 208,AustraliaPL 208
AustraliaPL 207,AustraliaPL 207,AustraliaPL 207
AustraliaPEP 163,AustraliaPEP 163,AustraliaPEP 163
AustraliaAC/P54,AustraliaAC/P54,AustraliaAC/P54
AustraliaATP 1053-P (Gunyah CSG),AustraliaATP 1053-P (Gunyah CSG),AustraliaGunyah Block
AustraliaPL 255,AustraliaPL 255,AustraliaPL 255
AustraliaPL 245,AustraliaPL 245,AustraliaPL 245
AustraliaAPP 10/98-9,AustraliaAPP 10/98-9,AustraliaAPP 10/98-9
AustraliaWA-362-P,AustraliaWA-362-P,AustraliaW03-5 Block
AustraliaTR/6,AustraliaTR/6,AustraliaTR/6
AustraliaWA-72-R,AustraliaWA-72-R,AustraliaWA-72-R
AustraliaWA-59-R,AustraliaWA-59-R,AustraliaWA-59-R
AustraliaWA-69-R,AustraliaWA-69-R,AustraliaWA-69-R
AustraliaWA-521-P,AustraliaWA-521-P,AustraliaWA-521-P
AustraliaNT/RL8,AustraliaNT/RL8,AustraliaNT/RL8
AustraliaAC/RL11,AustraliaAC/RL11,AustraliaAC/RL11
AustraliaWA-523-P,AustraliaWA-523-P,AustraliaWA-523-P
AustraliaATP 889P (Stella),AustraliaATP 889P (Stella),AustraliaATP 889P (Stella)
AustraliaATP 633-P (Gidgee),AustraliaATP 633-P (Gidgee),AustraliaATP 633-P (Gidgee)
AustraliaPPL 171,AustraliaPPL 171,AustraliaPPL 171
AustraliaAC/P61,AustraliaAC/P61,AustraliaAC/P61
AustraliaPPL 16 (Namur),AustraliaPPL 16 (Namur),AustraliaPPL 16 (Namur)
AustraliaWA-49-L,AustraliaWA-49-L,AustraliaWA-49-L
AustraliaPPL 169,AustraliaPPL 169,AustraliaPPL 169
AustraliaATP 854-P,AustraliaATP 854-P,AustraliaATP 854-P
AustraliaPPL 105 (Kirby),AustraliaPPL 105 (Kirby),AustraliaPPL 105 (Kirby)
